State,Month,Day_of_Week,Time_of_Day,Weather_Conditions,Road_Conditions,Light_Conditions,Type_of_Road,Death By Road Type,Type_of_Junction,Type_of_Accident,Vehicle_Type,Death By Vehicle Type,Driver_Age_Group,Num_Vehicles_Involved,Category_Of_Num_Vehicles,Total_Death_Crashes_By_Category,Num_Casualties,Speed_Limit,Distance_to_Nearest_Hospital,Distance_to_Nearest_Police_Station,Visibility,Road_Width,Road_Surface_Friction_Coefficient,Vehicle_Speed,Time_Taken_for_Emergency_Response,Speeding_Violation,Speeding_Factor,Hospital_Distance_Range,Population,"Deaths per 100,000 population",Deaths Due To Alcohol Involvement,Percentage Of Seat Belt Usage,Deaths With Seat Belt,Deaths Without Seat Belt
Utah,2,Wednesday,02:49:47,Stormy,Dry,Night,Highway,0,Overpass,Run-off-road,Bicycle,15,Adult,3,Multiple-vehicle,139,3.0,30.0,5.903272783,0.364975592,868.2263226,6.906571246,0.370223625,35.0,15.80707452,True,1.1666666666666667,3-6 km,3380800,9.4,117,90,80,87
Oregon,1,Wednesday,09:36:10,Rainy,Dry,Daylight,Rural,322,Overpass,Cyclist involved,Motorcycle,98,Senior,4,Multiple-vehicle,265,2.0,30.0,3.855651668,7.333031676,648.9798199,7.353222281,0.603011444,20.0,28.63896993,False,0.6666666666666666,3-6 km,4240137,14.2,210,97,193,110
Arkansas,1,Thursday,13:42:51,Snowy,Muddy,Daylight,Freeway,0,Overpass,Cyclist involved,Pedestrian,79,Senior,2,Multiple-vehicle,317,1.0,61.0,0.424840572,5.102196839,709.6190999,7.374721563,0.54227132,38.0,24.8332541,False,0.6229508196721312,0-3 km,3045637,21.1,237,79,165,191
Iowa,2,Saturday,15:21:33,Foggy,Dry,Daylight,Highway,2,Intersection,Run-off-road,Truck,16,Senior,2,Multiple-vehicle,164,0.0,56.0,8.243308166,1.38079105,169.2865938,9.440184989,0.739186219,22.0,22.27574737,False,0.3928571428571428,6-10 km,3200517,10.6,92,96,107,104
Virginia,1,Tuesday,18:49:08,Foggy,Muddy,Dusk,Street,3,T-Junction,Head-on collision,Truck,17,Adult,4,Multiple-vehicle,429,2.0,42.0,4.250243402,8.379413696,933.8020949,8.752224156,0.773884604,12.0,21.66843644,False,0.2857142857142857,3-6 km,8683619,11.6,414,76,280,379
Montana,2,Monday,19:57:41,Stormy,Icy,Night,Highway,2,Intersection,Rollover,Bicycle,2,Young Adult,3,Multiple-vehicle,91,0.0,34.0,8.548877061,8.993884325,150.6189813,6.021597392,0.546269972,44.0,25.28084853,True,1.2941176470588236,6-10 km,1122867,19.0,97,93,52,85
Missouri,2,Sunday,22:01:06,Stormy,Dry,Night,Urban,504,Roundabout,Head-on collision,Motorcycle,157,Young Adult,4,Multiple-vehicle,495,1.0,43.0,0.453957318,4.898993058,935.8770065,8.327821777,0.743227506,19.0,15.24824466,False,0.4418604651162791,0-3 km,6177957,17.1,396,89,245,369
Tennessee,1,Saturday,19:20:42,Sunny,Muddy,Night,Street,0,Intersection,Rollover,Motorcycle,153,Senior,4,Multiple-vehicle,604,3.0,58.0,3.352337656,6.669447793,382.6573264,5.552132788,0.864954648,63.0,15.24824466,True,1.0862068965517242,3-6 km,7051339,18.6,446,91,378,438
Arizona,2,Thursday,20:47:21,Rainy,Dry,Night,Rural,400,Intersection,Side collision,Motorcycle,232,Teenager,2,Multiple-vehicle,608,0.0,42.0,9.791760918,7.712884653,426.2068562,5.552132788,0.977980144,27.0,18.17899832,False,0.6428571428571429,6-10 km,7359197,17.7,189,87,241,269
Rhode Island,2,Thursday,06:00:03,Sunny,Icy,Daylight,Highway,1,Intersection,Run-off-road,Bicycle,0,Senior,2,Multiple-vehicle,15,3.0,31.0,0.558159473,8.119742103,210.1454573,5.211328747,0.583983657,8.0,20.73956365,False,0.2580645161290322,0-3 km,1093734,4.8,22,87,14,19
Vermont,2,Friday,08:05:37,Snowy,Icy,Daylight,Rural,64,T-Junction,Head-on collision,Pedestrian,6,Teenager,1,Single-vehicle,43,1.0,33.0,8.426550574,4.29198205,459.1435394,9.696760551,0.330009277,59.0,11.52930787,True,1.7878787878787878,6-10 km,647064,11.7,31,90,18,27
Nevada,1,Tuesday,20:07:05,Stormy,Muddy,Night,Rural,125,Crossroads,Cyclist involved,Bicycle,15,Adult,3,Multiple-vehicle,181,0.0,38.0,6.759135899,2.970260502,402.9180466,7.195467985,0.823390808,53.0,6.699838545,True,1.394736842105263,6-10 km,3177772,13.1,110,93,87,84
Virginia,2,Sunday,05:55:50,Snowy,Icy,Dawn,Urban,494,Intersection,Rollover,Car,383,Young Adult,5,Multiple-vehicle,429,0.0,42.0,3.312890274,4.983806324,806.0044445,3.418678528,0.503416736,53.0,24.3737174,False,1.261904761904762,3-6 km,8683619,11.6,414,76,280,379
Arizona,1,Monday,11:17:31,Foggy,Muddy,Daylight,Urban,849,Underpass,Cyclist involved,Motorcycle,232,Young Adult,2,Multiple-vehicle,608,2.0,42.0,1.220016039,1.831891058,952.3822766,5.185938784,0.634003307,97.0,14.72444362,False,2.3095238095238093,0-3 km,7359197,17.7,189,87,241,269
Nebraska,1,Friday,21:17:16,Stormy,Snowy,Night,Street,0,Crossroads,Rollover,Bicycle,0,Senior,4,Multiple-vehicle,151,2.0,46.0,5.71040545,8.497071348,175.5763984,9.588370494,0.505714376,96.0,5.889129915,True,2.0869565217391304,3-6 km,1967923,12.4,106,76,62,86
Rhode Island,1,Sunday,10:54:36,Sunny,Icy,Daylight,Highway,1,Overpass,Rear-end collision,Truck,1,Adult,5,Multiple-vehicle,15,1.0,61.0,2.362409164,3.57596539,394.5739191,9.352314005,0.927809037,52.0,25.64029628,False,0.8524590163934426,0-3 km,1093734,4.8,22,87,14,19
Connecticut,1,Saturday,21:39:27,Sunny,Snowy,Night,Urban,313,Roundabout,Rear-end collision,Bicycle,3,Young Adult,5,Multiple-vehicle,170,0.0,37.0,8.13242106,4.197604074,936.4429386,9.352314005,0.877402256,34.0,25.64029628,False,0.918918918918919,6-10 km,3626205,9.9,141,92,83,76
Oklahoma,2,Monday,00:20:20,Rainy,Muddy,Night,Highway,0,Roundabout,Run-off-road,Pedestrian,96,Teenager,3,Multiple-vehicle,349,0.0,32.0,3.12341864,8.274288936,542.4975388,4.139463719,0.79745445,95.0,8.582844691,True,2.96875,3-6 km,4019800,17.7,304,80,193,223
Connecticut,2,Friday,08:26:52,Snowy,Dry,Daylight,Highway,4,Crossroads,Run-off-road,Motorcycle,67,Teenager,4,Multiple-vehicle,170,3.0,41.0,8.983728799,1.642305265,977.3604857,6.666000322,0.90696477,24.0,10.41750064,False,0.5853658536585366,6-10 km,3626205,9.9,141,92,83,76
Kentucky,2,Tuesday,22:34:11,Snowy,Icy,Night,Freeway,1,Roundabout,Rear-end collision,Pedestrian,93,Senior,4,Multiple-vehicle,336,3.0,35.0,4.16815014,7.193865275,129.2226682,7.235900467,0.731825723,96.0,11.43967295,True,2.742857142857143,3-6 km,4512310,16.5,275,87,230,256
Wisconsin,1,Thursday,20:42:55,Snowy,Snowy,Night,Urban,265,T-Junction,Head-on collision,Pedestrian,72,Adult,1,Single-vehicle,320,1.0,44.0,7.083492763,0.716614549,237.3619459,7.734600531,0.825240087,33.0,14.03212335,False,0.75,6-10 km,5892539,10.1,60,88,166,166
Kansas,2,Wednesday,14:21:29,Snowy,Dry,Daylight,Highway,1,Crossroads,Side collision,Truck,16,Teenager,3,Multiple-vehicle,190,0.0,44.0,2.702600901,0.625485263,237.7063122,3.025089878,0.704982414,33.0,24.49816243,False,0.75,0-3 km,2937150,14.0,116,87,114,148
Mississippi,2,Friday,22:05:02,Stormy,Muddy,Night,Urban,205,Overpass,Rollover,Car,282,Senior,2,Multiple-vehicle,308,0.0,44.0,9.692716199,4.33403074,783.2840013,6.513293132,0.297455993,22.0,28.38409978,False,0.5,6-10 km,2940057,23.9,17,79,227,200
Indiana,2,Tuesday,15:41:42,Foggy,Wet,Daylight,Urban,379,Underpass,Run-off-road,Pedestrian,114,Adult,5,Multiple-vehicle,483,1.0,30.0,0.170882096,1.537186857,175.6782237,6.333379539,0.906711208,22.0,28.38409978,False,0.7333333333333333,0-3 km,6833037,13.9,127,93,261,232
Indiana,1,Saturday,17:24:12,Sunny,Dry,Daylight,Street,1,Roundabout,Cyclist involved,Car,376,Teenager,2,Multiple-vehicle,483,3.0,70.0,4.274177008,9.107883281,935.610923,4.433875262,0.807680831,52.0,23.07762858,False,0.7428571428571429,3-6 km,6833037,13.9,127,93,261,232
Rhode Island,1,Thursday,23:08:09,Snowy,Dry,Night,Street,1,Roundabout,Cyclist involved,Bicycle,0,Senior,4,Multiple-vehicle,15,2.0,48.0,9.765168823,5.18505282,459.0239592,3.383960708,0.643038526,49.0,26.10498189,True,1.0208333333333333,6-10 km,1093734,4.8,22,87,14,19
Oklahoma,2,Sunday,18:10:31,Stormy,Wet,Dusk,Highway,0,T-Junction,Rollover,Pedestrian,96,Senior,3,Multiple-vehicle,349,1.0,35.0,0.498197405,3.163041072,204.3288683,8.813552997,0.685260569,98.0,17.47204632,True,2.8,0-3 km,4019800,17.7,304,80,193,223
Rhode Island,1,Sunday,09:33:54,Stormy,Wet,Daylight,Rural,13,Overpass,Head-on collision,Pedestrian,7,Adult,4,Multiple-vehicle,15,3.0,68.0,6.675787085,8.180057216,195.0544518,3.834934638,0.300824635,12.0,17.93112603,False,0.1764705882352941,6-10 km,1093734,4.8,22,87,14,19
Montana,2,Sunday,02:40:36,Rainy,Muddy,Night,Freeway,2,Underpass,Pedestrian involved,Car,55,Adult,4,Multiple-vehicle,91,3.0,68.0,9.674976324,7.416183075,976.6468067,3.834934638,0.899509337,39.0,16.82208811,False,0.5735294117647058,6-10 km,1122867,19.0,97,93,52,85
New Mexico,2,Friday,11:04:06,Sunny,Dry,Daylight,Freeway,0,Overpass,Cyclist involved,Motorcycle,54,Young Adult,1,Single-vehicle,256,0.0,50.0,5.588843929,5.435720752,428.7484664,6.825972845,0.545029316,59.0,27.15472936,True,1.18,3-6 km,2113344,22.1,150,90,119,148
Oklahoma,2,Monday,01:11:44,Foggy,Dry,Night,Street,0,Roundabout,Side collision,Pedestrian,96,Teenager,4,Multiple-vehicle,349,1.0,45.0,8.553442499,7.27634035,230.6205857,8.961229838,0.488887179,65.0,23.16331089,True,1.4444444444444444,6-10 km,4019800,17.7,304,80,193,223
Mississippi,1,Tuesday,10:53:55,Snowy,Snowy,Daylight,Rural,470,Roundabout,Head-on collision,Truck,14,Teenager,3,Multiple-vehicle,308,3.0,46.0,2.780988142,5.513831582,311.8961192,7.543666066,0.91490783,93.0,13.41305471,True,2.0217391304347827,0-3 km,2940057,23.9,17,79,227,200
Hawaii,2,Tuesday,07:23:29,Foggy,Muddy,Daylight,Highway,1,Overpass,Side collision,Truck,1,Teenager,4,Multiple-vehicle,50,2.0,48.0,6.943813078,8.125203598,764.0449804,7.237898127,0.487032092,35.0,16.06997311,False,0.7291666666666666,6-10 km,1440196,8.1,28,96,24,16
West Virginia,1,Friday,13:18:35,Stormy,Snowy,Daylight,Rural,174,Intersection,Side collision,Car,72,Young Adult,1,Single-vehicle,161,3.0,40.0,0.982346195,5.013647991,222.2624797,8.808611766,0.588074546,2.0,16.06997311,False,0.05,0-3 km,1775156,14.9,102,93,57,85
Colorado,1,Monday,01:45:23,Stormy,Icy,Night,Urban,463,Crossroads,Pedestrian involved,Car,224,Senior,1,Single-vehicle,397,3.0,50.0,5.641827985,6.803876425,684.4565981,8.546955789,0.373961302,2.0,6.89553377,False,0.04,3-6 km,5839926,13.1,288,87,225,235
Louisiana,2,Thursday,00:54:50,Rainy,Snowy,Night,Rural,402,Crossroads,Rollover,Pedestrian,181,Teenager,4,Multiple-vehicle,391,3.0,53.0,5.770686428,0.209119606,413.4774388,6.107676777,0.253797021,76.0,27.00247098,True,1.4339622641509433,3-6 km,4590241,19.7,362,86,205,282
Maine,1,Saturday,08:54:31,Foggy,Wet,Daylight,Highway,2,Intersection,Rollover,Pedestrian,21,Teenager,2,Multiple-vehicle,73,0.0,43.0,6.403621511,8.80244907,343.6069603,9.479898338,0.716765482,78.0,29.21579484,True,1.813953488372093,6-10 km,1385340,13.1,82,93,58,65
Kentucky,2,Thursday,02:58:59,Sunny,Snowy,Night,Highway,1,Intersection,Cyclist involved,Car,264,Young Adult,5,Multiple-vehicle,336,0.0,30.0,6.431705891,0.494170298,625.78195,9.479898338,0.797108704,45.0,28.06920405,True,1.5,6-10 km,4512310,16.5,275,87,230,256
Georgia,1,Friday,21:34:52,Snowy,Muddy,Night,Freeway,1,Underpass,Side collision,Car,606,Teenager,3,Multiple-vehicle,787,0.0,66.0,1.199866395,2.919203921,256.7037379,9.479898338,0.734548433,4.0,28.06920405,False,0.0606060606060606,0-3 km,10912876,16.5,466,89,461,527
Indiana,1,Friday,22:24:39,Snowy,Dry,Night,Rural,569,Intersection,Rear-end collision,Motorcycle,126,Adult,2,Multiple-vehicle,483,1.0,66.0,2.610487793,8.333887946,844.7812198,5.818103396,0.769563381,95.0,11.46719706,False,1.4393939393939394,0-3 km,6833037,13.9,127,93,261,232
Arizona,2,Wednesday,15:00:35,Foggy,Snowy,Daylight,Street,53,T-Junction,Side collision,Truck,26,Teenager,1,Single-vehicle,694,0.0,55.0,0.460463238,8.871597345,913.1237758,3.94938152,0.27875857,33.0,11.46719706,False,0.6,0-3 km,7359197,17.7,189,87,241,269
Delaware,2,Monday,22:00:32,Snowy,Dry,Night,Street,0,Roundabout,Pedestrian involved,Car,60,Senior,1,Single-vehicle,67,3.0,55.0,5.341397775,7.744746707,945.3414484,7.675139278,0.875754593,37.0,18.3487502,False,0.6727272727272727,3-6 km,1018396,15.9,46,90,61,36
Wisconsin,1,Wednesday,21:59:49,Snowy,Wet,Night,Highway,1,Underpass,Rollover,Car,233,Young Adult,1,Single-vehicle,320,1.0,36.0,5.881933632,1.295841328,404.2383864,7.53311057,0.938099908,23.0,22.58862295,False,0.6388888888888888,3-6 km,5892539,10.1,60,88,166,166
Wyoming,1,Wednesday,12:51:00,Snowy,Wet,Daylight,Urban,19,Underpass,Run-off-road,Truck,12,Adult,5,Multiple-vehicle,50,0.0,42.0,9.216620517,0.464215628,342.5122732,4.820995625,0.845529223,26.0,20.33034744,False,0.6190476190476191,6-10 km,581381,23.0,42,78,26,61
Utah,1,Thursday,12:18:55,Stormy,Icy,Daylight,Highway,0,Underpass,Side collision,Truck,8,Senior,5,Multiple-vehicle,139,1.0,66.0,3.463913106,7.096915876,325.4668603,8.462802381,0.636929307,82.0,29.45248835,True,1.2424242424242424,3-6 km,3380800,9.4,117,90,80,87
Oregon,1,Wednesday,11:50:17,Foggy,Muddy,Daylight,Freeway,0,Roundabout,Rear-end collision,Bicycle,12,Adult,2,Multiple-vehicle,265,2.0,54.0,3.979687892,7.252263978,440.857252,9.38958345,0.53594296,44.0,12.65809997,False,0.8148148148148148,3-6 km,4240137,14.2,210,97,193,110
Alabama,1,Saturday,16:12:10,Snowy,Wet,Daylight,Street,1,Underpass,Side collision,Bicycle,14,Adult,5,Multiple-vehicle,457,0.0,45.0,0.693850065,9.856346324,774.3645969,4.738492758,0.107014777,44.0,26.53892692,False,0.9777777777777776,0-3 km,5074296,19.5,344,93,283,364
Montana,1,Thursday,12:06:41,Snowy,Snowy,Daylight,Urban,43,Overpass,Pedestrian involved,Motorcycle,37,Young Adult,3,Multiple-vehicle,91,0.0,69.0,6.206052008,4.095599885,168.4589912,5.488999941,0.264092467,44.0,15.95734047,False,0.6376811594202898,6-10 km,1122867,19.0,97,93,52,85
South Dakota,2,Sunday,00:08:21,Snowy,Muddy,Night,Freeway,0,Overpass,Run-off-road,Truck,4,Teenager,3,Multiple-vehicle,61,3.0,49.0,1.28825205,7.293009598,587.0072427,8.084633019,0.865651898,47.0,18.0799565,False,0.9591836734693876,0-3 km,909824,15.1,28,88,35,51
West Virginia,1,Wednesday,15:27:12,Rainy,Muddy,Daylight,Urban,89,T-Junction,Rear-end collision,Motorcycle,42,Young Adult,1,Single-vehicle,161,2.0,39.0,9.389990083,3.690554014,832.716191,3.290965729,0.456122977,97.0,29.21087407,True,2.4871794871794872,6-10 km,1775156,14.9,102,93,57,85
Massachusetts,2,Wednesday,18:24:00,Sunny,Icy,Dusk,Highway,4,Underpass,Pedestrian involved,Motorcycle,57,Young Adult,5,Multiple-vehicle,168,0.0,57.0,7.465690014,8.415870929,756.8026431,4.500074617,0.744316355,73.0,21.50919921,True,1.280701754385965,6-10 km,6981974,6.2,204,77,96,137
North Dakota,2,Sunday,16:59:33,Snowy,Snowy,Daylight,Urban,16,Underpass,Side collision,Bicycle,1,Senior,1,Single-vehicle,43,0.0,62.0,6.358736641,5.115075761,891.8040502,4.686547109,0.258633718,65.0,23.12096732,True,1.0483870967741935,6-10 km,779261,12.6,41,81,13,41
Ohio,1,Sunday,05:02:03,Stormy,Dry,Dawn,Highway,8,Underpass,Pedestrian involved,Bicycle,8,Young Adult,1,Single-vehicle,637,1.0,58.0,3.057723254,6.070333114,517.8168207,3.1264923,0.441504917,24.0,14.08471807,False,0.4137931034482758,3-6 km,11756058,10.8,539,81,307,402
New Hampshire,1,Wednesday,00:57:34,Stormy,Muddy,Night,Rural,77,Underpass,Rollover,Pedestrian,16,Senior,4,Multiple-vehicle,64,2.0,65.0,5.46418426,6.035137688,681.868292,3.1264923,0.244579264,58.0,20.88249712,False,0.8923076923076924,3-6 km,1395231,10.5,66,77,26,55
Kentucky,2,Tuesday,18:21:17,Snowy,Icy,Dusk,Urban,256,Underpass,Rollover,Motorcycle,105,Teenager,1,Single-vehicle,408,3.0,54.0,0.678114023,8.539643786,359.4831443,4.778692739,0.751557186,93.0,22.31895857,True,1.7222222222222223,0-3 km,4512310,16.5,275,87,230,256
Washington,2,Thursday,09:33:03,Rainy,Snowy,Daylight,Highway,6,Underpass,Run-off-road,Car,240,Young Adult,5,Multiple-vehicle,342,0.0,64.0,8.543550496,9.139070734,800.9930202,6.478415251,0.712523928,50.0,22.59283483,False,0.78125,6-10 km,7785786,9.4,240,94,212,156
New Hampshire,1,Saturday,03:55:06,Rainy,Snowy,Night,Rural,77,Underpass,Side collision,Bicycle,3,Adult,1,Single-vehicle,82,3.0,64.0,4.048835143,9.877818364,418.3609037,9.732603242,0.196766895,30.0,12.24916649,False,0.46875,3-6 km,1395231,10.5,66,77,26,55
Nevada,2,Monday,22:06:57,Stormy,Dry,Night,Freeway,0,T-Junction,Rollover,Motorcycle,88,Adult,1,Single-vehicle,235,3.0,60.0,5.254571884,4.126541089,396.5648886,4.442866038,0.379983217,20.0,26.6990791,False,0.3333333333333333,3-6 km,3177772,13.1,110,93,87,84
New Hampshire,1,Friday,19:34:12,Sunny,Snowy,Night,Street,0,Intersection,Cyclist involved,Pedestrian,16,Teenager,5,Multiple-vehicle,64,2.0,67.0,4.413916161,3.085143462,233.5221641,4.288209737,0.556448562,94.0,10.73098178,True,1.4029850746268655,3-6 km,1395231,10.5,66,77,26,55
Missouri,1,Tuesday,13:49:16,Rainy,Muddy,Daylight,Highway,3,Crossroads,Head-on collision,Bicycle,11,Senior,2,Multiple-vehicle,495,1.0,60.0,6.321012976,0.241801049,111.8667151,7.417260201,0.904982616,94.0,7.574083869,False,1.5666666666666669,6-10 km,6177957,17.1,396,89,245,369
Michigan,2,Wednesday,06:31:11,Rainy,Wet,Daylight,Rural,425,Roundabout,Head-on collision,Pedestrian,169,Senior,3,Multiple-vehicle,546,3.0,67.0,3.70802894,6.475398429,327.6931355,6.062143035,0.722699247,73.0,29.07327315,True,1.0895522388059702,3-6 km,10034113,11.2,180,93,333,233
Vermont,1,Monday,10:06:03,Sunny,Dry,Daylight,Highway,0,Crossroads,Rollover,Bicycle,1,Young Adult,4,Multiple-vehicle,33,0.0,33.0,2.459991218,5.923516436,205.9567622,9.983081209,0.785233591,57.0,8.201896849,True,1.7272727272727273,0-3 km,647064,11.7,31,90,18,27
Utah,2,Monday,08:12:29,Snowy,Snowy,Daylight,Urban,206,Crossroads,Run-off-road,Motorcycle,50,Young Adult,3,Multiple-vehicle,139,1.0,66.0,0.873633456,4.670307971,656.6401869,6.390331653,0.610072145,20.0,26.28519235,False,0.303030303030303,0-3 km,3380800,9.4,117,90,80,87
New Hampshire,1,Saturday,13:44:12,Sunny,Wet,Daylight,Freeway,0,Crossroads,Pedestrian involved,Pedestrian,16,Adult,2,Multiple-vehicle,64,1.0,37.0,1.168724889,0.826317373,913.3109035,4.709561357,0.464191844,57.0,5.671562334,True,1.5405405405405406,0-3 km,1395231,10.5,66,77,26,55
Kentucky,2,Monday,14:06:10,Snowy,Icy,Daylight,Freeway,1,Intersection,Pedestrian involved,Truck,17,Senior,3,Multiple-vehicle,336,2.0,48.0,8.334240171,8.480918715,407.244657,3.976145026,0.255336446,21.0,13.76513643,False,0.4375,6-10 km,4512310,16.5,275,87,230,256
North Dakota,1,Tuesday,05:49:45,Rainy,Wet,Dawn,Highway,0,Roundabout,Rear-end collision,Car,13,Adult,1,Single-vehicle,43,3.0,48.0,5.563376129,7.074107661,289.2758257,8.516025528,0.801946177,95.0,18.22287434,False,1.9791666666666667,3-6 km,779261,12.6,41,81,13,41
Wyoming,2,Thursday,20:36:52,Snowy,Muddy,Night,Freeway,1,T-Junction,Pedestrian involved,Truck,12,Teenager,4,Multiple-vehicle,50,0.0,47.0,9.424007108,0.739807347,256.2727068,8.714525955,0.519550926,93.0,26.77986054,True,1.9787234042553192,6-10 km,581381,23.0,42,78,26,61
South Carolina,1,Tuesday,07:38:34,Sunny,Icy,Daylight,Urban,479,Underpass,Rear-end collision,Car,365,Teenager,5,Multiple-vehicle,491,2.0,47.0,0.134257709,1.043151476,491.3191595,9.738841561,0.171429672,21.0,29.72742687,False,0.4468085106382978,0-3 km,5282634,20.7,441,91,284,380
Connecticut,1,Tuesday,20:03:34,Foggy,Muddy,Night,Urban,313,Intersection,Rear-end collision,Motorcycle,67,Teenager,1,Single-vehicle,189,1.0,60.0,6.008024023,2.495289285,864.374164,5.323107772,0.702044752,22.0,24.00603366,False,0.3666666666666666,6-10 km,3626205,9.9,141,92,83,76
Maryland,2,Friday,14:41:47,Snowy,Wet,Daylight,Freeway,7,Roundabout,Side collision,Car,211,Adult,5,Multiple-vehicle,274,0.0,48.0,6.611275516,8.08622656,391.9383655,5.005290554,0.729146418,79.0,27.77188718,True,1.6458333333333333,6-10 km,6164660,9.1,208,93,154,150
New Mexico,2,Friday,16:57:00,Stormy,Dry,Daylight,Highway,0,T-Junction,Cyclist involved,Car,123,Young Adult,2,Multiple-vehicle,210,1.0,70.0,1.506345865,5.63396154,751.4160322,6.936481615,0.320525592,86.0,7.011194533,True,1.2285714285714286,0-3 km,2113344,22.1,150,90,119,148
Iowa,1,Saturday,11:20:23,Foggy,Muddy,Daylight,Street,2,T-Junction,Rear-end collision,Car,121,Teenager,4,Multiple-vehicle,164,1.0,42.0,9.435161266,8.074717197,648.6995094,8.124176272,0.899065824,4.0,16.89677572,False,0.0952380952380952,6-10 km,3200517,10.6,92,96,107,104
Maine,2,Monday,00:01:33,Sunny,Wet,Night,Freeway,2,Underpass,Rollover,Bicycle,2,Young Adult,4,Multiple-vehicle,73,3.0,54.0,3.593816596,1.997905128,225.787892,4.028118569,0.882289336,54.0,6.2554234,False,1.0,3-6 km,1385340,13.1,82,93,58,65
Maine,1,Thursday,16:18:19,Stormy,Snowy,Daylight,Rural,153,Intersection,Rear-end collision,Pedestrian,21,Young Adult,4,Multiple-vehicle,73,1.0,54.0,9.364232942,7.490029309,988.1887125,4.028118569,0.766887428,45.0,6.316900613,False,0.8333333333333334,6-10 km,1385340,13.1,82,93,58,65
Delaware,1,Thursday,15:59:21,Rainy,Wet,Daylight,Street,0,Intersection,Run-off-road,Truck,1,Adult,1,Single-vehicle,67,0.0,53.0,6.643671836,6.016480247,355.9520859,6.769727888,0.661863997,0.0,6.316900613,False,0.0,6-10 km,1018396,15.9,46,90,61,36
Illinois,1,Thursday,19:32:05,Foggy,Snowy,Night,Urban,872,Intersection,Cyclist involved,Bicycle,31,Adult,5,Multiple-vehicle,647,2.0,49.0,6.900177521,1.178537368,862.1190503,8.969665002,0.555634876,48.0,16.19674492,False,0.979591836734694,6-10 km,12582032,10.1,367,93,339,276
Tennessee,1,Wednesday,14:55:52,Foggy,Wet,Daylight,Highway,0,Underpass,Run-off-road,Car,469,Adult,3,Multiple-vehicle,604,0.0,31.0,2.111928222,7.753741784,138.2249819,9.231433605,0.235942044,3.0,12.08081119,False,0.0967741935483871,0-3 km,7051339,18.6,446,91,378,438
Connecticut,1,Saturday,23:08:03,Rainy,Icy,Night,Rural,42,Overpass,Run-off-road,Bicycle,3,Senior,4,Multiple-vehicle,170,1.0,34.0,6.476296938,5.442830461,641.4742033,7.875556586,0.310098221,78.0,25.87969437,True,2.294117647058824,6-10 km,3626205,9.9,141,92,83,76
Oregon,1,Tuesday,18:32:45,Stormy,Snowy,Dusk,Rural,322,Intersection,Side collision,Pedestrian,123,Adult,4,Multiple-vehicle,265,0.0,34.0,8.811682012,4.347102263,255.4875131,8.94208285,0.422570178,20.0,19.87493434,False,0.5882352941176471,6-10 km,4240137,14.2,210,97,193,110
Delaware,1,Tuesday,23:06:41,Sunny,Muddy,Night,Street,0,Roundabout,Side collision,Motorcycle,22,Adult,4,Multiple-vehicle,95,2.0,53.0,6.422834759,9.324497374,688.0301146,7.561424798,0.960909679,77.0,18.18118122,True,1.4528301886792452,6-10 km,1018396,15.9,46,90,61,36
Virginia,1,Monday,00:49:30,Foggy,Muddy,Night,Street,3,Intersection,Run-off-road,Car,383,Young Adult,1,Single-vehicle,579,1.0,34.0,2.65785765,4.70778253,482.4315906,8.088537161,0.427396214,57.0,27.72567773,True,1.6764705882352942,0-3 km,8683619,11.6,414,76,280,379
Illinois,2,Thursday,20:15:24,Sunny,Muddy,Night,Highway,8,Roundabout,Cyclist involved,Pedestrian,191,Teenager,5,Multiple-vehicle,647,3.0,43.0,2.572170606,9.219028022,644.7238988,5.05191011,0.282227427,57.0,27.93469854,False,1.3255813953488371,0-3 km,12582032,10.1,367,93,339,276
